timestamp,elapsed_seconds,reconnects,RPM,COOLANT_TEMP,ENGINE_LOAD,INTAKE_TEMP,MAF,ACCELERATOR_POS_D,ACCELERATOR_POS_E,SPEED,CONTROL_MODULE_VOLTAGE,FUEL_INJECT_TIMING,FUEL_RAIL_PRESSURE_DIRECT,BAROMETRIC_PRESSURE,COMMANDED_EGR,DISTANCE_SINCE_DTC_CLEAR,DISTANCE_W_MIL,TIME_SINCE_DTC_CLEARED,WARMUPS_SINCE_DTC_CLEAR,GET_DTC,FREEZE_DTC,STATUS,calc_torque_nm,calc_power_kw,calc_power_hp,calc_fuel_rate_lph,calc_fuel_l100km,calc_engine_efficiency_pct,calc_volumetric_efficiency_pct,calc_throttle_response,calc_co2_g_per_km,ambient_temp,weather_condition,weather_raw,wind_speed,humidity,pressure_hpa,monthly_precipitation,latitude,longitude,city
2026-04-02 15:02:50,0.0,0,899.75,90.0,13.725,33.0,11.37,0.0,0.0,0.0,13.82,-3.125,25400.0,95.0,0.0,61012.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000026B46153D90>,34.3,3.23,4.3,0.98,,13.9,60.3,,,35.6,Clear,Clouds,4.8,20,1008,0,20.5493,74.5309,Malegaon
2026-04-02 15:02:54,3.9,0,909.75,90.0,22.745,33.0,16.37,0.0,0.0,0.0,13.789,-3.625,25400.0,95.0,0.0,61012.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000026B46153D90>,56.9,5.42,7.3,1.42,,23.1,85.9,,,35.6,Clear,Clouds,4.8,20,1008,0,20.5493,74.5309,Malegaon
2026-04-02 15:02:56,5.9,0,858.25,90.0,25.882,33.0,17.25,0.0,0.0,0.0,13.804,-3.562,25400.0,95.0,0.0,61012.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000026B46153D90>,63.9,5.74,7.7,2.33,,26.0,95.9,,,35.6,Clear,Clouds,4.8,20,1008,0,20.5493,74.5309,Malegaon
2026-04-02 15:02:58,7.9,0,904.25,90.0,18.824,33.0,16.53,0.0,0.0,0.0,13.804,-3.688,25400.0,95.0,0.0,61012.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000026B46153D90>,47.0,4.45,6.0,1.43,,19.1,87.3,,,35.6,Clear,Clouds,4.8,20,1008,0,20.5493,74.5309,Malegaon
2026-04-02 15:03:00,9.9,0,888.5,90.0,28.627,33.0,15.68,0.0,0.0,0.0,13.781,-3.812,25400.0,95.0,0.0,61012.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000026B46153D90>,71.2,6.62,8.9,2.12,,28.9,84.2,,,35.6,Clear,Clouds,4.8,20,1008,0,20.5493,74.5309,Malegaon
2026-04-02 15:03:02,11.9,0,909.25,90.0,30.98,33.0,15.59,0.0,0.0,3.0,13.742,-3.688,26400.0,95.0,0.0,61012.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000026B46244050>,77.5,7.38,9.9,2.11,,31.5,81.9,,,35.6,Clear,Clouds,4.8,20,1008,0,20.5493,74.5309,Malegaon
2026-04-02 15:03:05,15.8,0,903.5,91.0,20.784,33.0,16.25,0.0,0.0,2.0,13.812,-3.5,26400.0,95.0,0.0,61012.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000026B46244050>,51.9,4.91,6.6,1.41,,21.1,85.9,,,35.6,Clear,Clouds,4.8,20,1008,0,20.5493,74.5309,Malegaon
2026-04-02 15:03:07,17.8,0,899.5,91.0,18.824,33.0,16.34,0.0,0.0,0.0,13.804,-3.562,26400.0,95.0,0.0,61012.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000026B46244050>,47.0,4.43,5.9,1.41,,19.1,86.7,,,35.6,Clear,Clouds,4.8,20,1008,0,20.5493,74.5309,Malegaon
2026-04-02 15:03:09,19.8,0,901.25,91.0,20.0,33.0,16.03,0.0,0.0,0.0,13.812,-3.938,26400.0,95.0,0.0,61012.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000026B46244050>,49.9,4.71,6.3,1.39,,20.3,84.9,,,35.6,Clear,Clouds,4.8,20,1008,0,20.5493,74.5309,Malegaon
2026-04-02 15:03:11,21.8,0,1077.25,91.0,28.627,33.0,17.18,0.0,0.0,0.0,13.82,-3.562,26400.0,95.0,0.0,61012.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000026B46244050>,74.7,8.43,11.3,2.32,,30.4,76.1,,,35.6,Clear,Clouds,4.8,20,1008,0,20.5493,74.5309,Malegaon
