timestamp,elapsed_seconds,reconnects,RPM,COOLANT_TEMP,ENGINE_LOAD,INTAKE_TEMP,MAF,ACCELERATOR_POS_D,ACCELERATOR_POS_E,SPEED,CONTROL_MODULE_VOLTAGE,FUEL_INJECT_TIMING,FUEL_RAIL_PRESSURE_DIRECT,BAROMETRIC_PRESSURE,COMMANDED_EGR,DISTANCE_SINCE_DTC_CLEAR,DISTANCE_W_MIL,TIME_SINCE_DTC_CLEARED,WARMUPS_SINCE_DTC_CLEAR,GET_DTC,FREEZE_DTC,STATUS,calc_torque_nm,calc_power_kw,calc_power_hp,calc_fuel_rate_lph,calc_fuel_l100km,calc_engine_efficiency_pct,calc_volumetric_efficiency_pct,calc_throttle_response,calc_co2_g_per_km,ambient_temp,weather_condition,weather_raw,wind_speed,humidity,pressure_hpa,monthly_precipitation,latitude,longitude,city
2026-04-03 09:05:07,0.0,0,822.5,92.0,20.0,42.0,13.84,0.0,0.0,25.0,13.804,-3.375,26900.0,93.0,0.0,61036.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BD9C3D90>,48.9,4.21,5.6,1.2,4.8,19.9,82.7,,126.7,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:11,3.9,0,839.25,92.0,18.824,42.0,13.71,0.0,0.0,29.0,13.804,-3.312,26900.0,93.0,0.0,61036.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BD9C3D90>,46.3,4.07,5.5,1.19,4.1,18.8,80.3,,108.2,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:13,5.9,0,816.0,92.0,20.0,42.0,13.81,0.0,0.0,24.0,13.804,-3.312,26900.0,93.0,0.0,61036.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BD9C3D90>,48.8,4.17,5.6,1.2,5.0,19.8,83.2,,132.0,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:15,7.9,0,814.25,92.0,20.0,42.0,13.9,0.0,0.0,21.0,13.804,-3.312,26900.0,93.0,0.0,61036.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BD9C3D90>,48.8,4.16,5.6,1.2,5.71,19.8,83.9,,150.7,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:17,9.9,0,823.25,92.0,20.0,42.0,14.06,0.0,0.0,20.0,13.789,-3.312,26900.0,93.0,0.0,61036.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BD9C3D90>,48.9,4.22,5.7,1.22,6.1,19.9,83.9,,161.0,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:19,11.9,0,823.25,92.0,20.0,42.0,14.12,0.0,0.0,20.0,13.789,-3.312,26700.0,93.0,0.0,61036.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BDAB4050>,48.9,4.22,5.7,1.22,6.1,19.9,84.3,,161.0,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:23,15.8,0,815.75,92.0,20.784,42.0,14.03,0.0,0.0,21.0,13.804,-3.312,26700.0,93.0,0.0,61036.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BDAB4050>,50.8,4.34,5.8,1.21,5.76,20.7,84.5,,152.1,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:25,17.8,0,822.5,92.0,10.98,42.0,13.53,0.0,0.0,20.0,14.031,-3.0,26700.0,93.0,0.0,61036.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BDAB4050>,26.9,2.32,3.1,1.17,5.85,11.0,80.8,,154.4,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:27,19.8,0,816.5,92.0,12.941,42.0,14.09,0.0,0.0,22.0,14.031,-3.0,26700.0,93.0,0.0,61036.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BDAB4050>,31.6,2.7,3.6,1.22,5.55,12.8,84.8,,146.5,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:29,21.8,0,824.5,92.0,11.765,42.0,13.96,0.0,0.0,24.0,14.046,-3.0,26700.0,93.0,0.0,61036.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BDAB4050>,28.8,2.49,3.3,1.21,5.04,11.7,83.2,,133.1,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:31,23.8,0,834.5,92.0,11.765,42.0,14.12,0.0,0.0,24.0,14.031,-3.0,26200.0,93.0,0.0,61037.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BD9CE650>,28.9,2.53,3.4,1.22,5.08,11.8,83.1,,134.1,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:35,27.7,0,818.25,92.0,12.941,42.0,13.93,0.0,0.0,24.0,14.046,-3.0,26200.0,93.0,0.0,61037.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BD9CE650>,31.6,2.71,3.6,1.21,5.04,12.9,83.7,,133.1,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:37,29.7,0,822.5,92.0,11.765,42.0,13.65,0.0,0.0,23.0,14.039,-3.0,26200.0,93.0,0.0,61037.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BD9CE650>,28.8,2.48,3.3,1.18,5.13,11.7,81.6,,135.4,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:39,31.7,0,819.5,92.0,12.941,42.0,13.68,0.0,0.0,22.0,14.031,-3.0,26200.0,93.0,0.0,61037.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BD9CE650>,31.6,2.71,3.6,1.18,5.36,12.8,82.0,,141.5,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:41,33.7,0,816.75,92.0,12.941,42.0,13.9,0.0,0.0,22.0,14.015,-3.0,26200.0,93.0,0.0,61037.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BD9CE650>,31.6,2.7,3.6,1.2,5.45,12.8,83.6,,143.9,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:49,35.7,0,836.0,92.0,18.824,41.0,13.9,0.0,0.0,25.0,13.804,-3.312,26000.0,93.0,0.0,61037.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BD9CEB10>,46.2,4.04,5.4,1.2,4.8,18.8,81.4,,126.7,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:53,45.9,0,885.75,92.0,20.0,41.0,15.03,0.0,0.0,28.0,13.882,-3.25,26000.0,93.0,0.0,61037.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BD9CEB10>,49.7,4.61,6.2,1.3,4.64,20.2,83.1,,122.5,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:55,47.9,0,857.0,92.0,17.647,41.0,14.12,0.0,0.0,26.0,13.804,-3.25,26000.0,93.0,0.0,61037.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BD9CEB10>,43.6,3.91,5.2,1.22,4.69,17.7,80.7,,123.8,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:57,49.9,0,818.75,92.0,20.0,41.0,14.0,0.0,0.0,26.0,13.796,-3.312,26000.0,93.0,0.0,61037.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BD9CEB10>,48.9,4.19,5.6,1.21,4.65,19.9,83.8,,122.8,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:05:59,51.9,0,820.5,92.0,18.824,41.0,13.96,0.0,0.0,24.0,13.851,-3.25,26000.0,93.0,0.0,61037.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BD9CEB10>,46.0,3.95,5.3,1.21,5.04,18.7,83.3,,133.1,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:06:01,53.9,0,837.0,92.0,17.647,41.0,13.93,0.0,0.0,20.0,13.804,-3.312,24900.0,93.0,0.0,61037.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BDB1C290>,43.3,3.8,5.1,1.21,6.05,17.6,81.5,,159.7,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
2026-04-03 09:06:05,57.7,0,822.75,92.0,18.824,41.0,13.84,0.0,0.0,22.0,13.796,-3.25,24900.0,93.0,0.0,61037.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x00000192BDB1C290>,46.1,3.97,5.3,1.2,5.45,18.7,82.4,,143.9,25.6,Clear,Clouds,1.4,59,1013,0,18.5211,73.8502,Pune
