timestamp,elapsed_seconds,reconnects,RPM,COOLANT_TEMP,ENGINE_LOAD,INTAKE_TEMP,MAF,ACCELERATOR_POS_D,ACCELERATOR_POS_E,SPEED,CONTROL_MODULE_VOLTAGE,FUEL_INJECT_TIMING,FUEL_RAIL_PRESSURE_DIRECT,BAROMETRIC_PRESSURE,COMMANDED_EGR,DISTANCE_SINCE_DTC_CLEAR,DISTANCE_W_MIL,TIME_SINCE_DTC_CLEARED,WARMUPS_SINCE_DTC_CLEAR,GET_DTC,FREEZE_DTC,STATUS,calc_torque_nm,calc_power_kw,calc_power_hp,calc_fuel_rate_lph,calc_fuel_l100km,calc_engine_efficiency_pct,calc_volumetric_efficiency_pct,calc_throttle_response,calc_co2_g_per_km,ambient_temp,weather_condition,weather_raw,wind_speed,humidity,pressure_hpa,monthly_precipitation,latitude,longitude,city
2026-04-02 13:18:19,0.0,0,889.5,63.0,20.784,38.0,16.62,0.0,0.0,3.0,14.054,-3.625,26700.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98663D90>,51.7,4.82,6.5,1.44,,21.0,90.7,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:18:23,3.9,0,955.75,63.0,22.745,38.0,17.65,0.0,0.0,2.0,14.109,-3.75,26700.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98663D90>,57.6,5.77,7.7,1.53,,23.4,89.6,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:18:25,5.9,0,933.25,63.0,50.98,38.0,19.0,5.49,4.706,2.0,14.109,-3.75,26700.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98663D90>,128.3,12.54,16.8,2.57,,52.2,98.8,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:18:27,7.9,0,921.0,64.0,90.98,39.0,22.81,23.922,22.745,11.0,14.078,-4.312,26700.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98663D90>,228.3,22.02,29.5,5.48,49.82,92.8,120,,1315.2,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:18:29,9.9,0,1791.5,64.0,0.0,39.0,23.37,0.0,0.0,14.0,14.156,-3.562,26700.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98663D90>,0.0,0.0,0.0,2.02,14.43,0.0,63.5,,381.0,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:18:31,11.9,0,938.25,64.0,28.627,39.0,21.15,14.902,13.333,10.0,14.14,-3.875,35200.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98754050>,72.2,7.09,9.5,2.86,,29.3,109.7,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:18:35,15.9,0,908.75,64.0,17.647,39.0,16.4,0.0,0.0,5.0,14.187,-3.062,35200.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98754050>,44.1,4.2,5.6,1.42,,17.9,87.8,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:18:37,17.9,0,901.5,64.0,11.765,39.0,16.18,0.0,0.0,3.0,14.195,-3.062,35200.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98754050>,29.4,2.78,3.7,1.4,,12.0,87.4,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:18:39,19.9,0,900.0,64.0,11.765,39.0,16.4,0.0,0.0,0.0,14.187,-3.062,35200.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98754050>,29.4,2.77,3.7,1.42,,12.0,88.7,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:18:41,21.9,0,900.25,65.0,11.765,39.0,16.59,0.0,0.0,0.0,14.132,-3.062,35200.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98754050>,29.4,2.77,3.7,1.44,,11.9,89.7,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:18:43,23.9,0,891.75,65.0,13.725,39.0,16.5,0.0,0.0,0.0,14.148,-3.062,26700.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98672650>,34.2,3.19,4.3,1.43,,13.9,90.1,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:18:47,27.8,0,839.0,65.0,17.647,39.0,15.18,0.0,0.0,0.0,14.164,-3.125,26700.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98672650>,43.4,3.81,5.1,1.31,,17.6,88.1,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:18:49,29.8,0,839.75,65.0,17.647,39.0,15.0,0.0,0.0,0.0,14.171,-3.125,26700.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98672650>,43.4,3.82,5.1,1.3,,17.7,86.9,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:18:51,31.8,0,840.25,65.0,17.647,39.0,15.31,0.0,0.0,0.0,14.171,-3.125,26700.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98672650>,43.4,3.82,5.1,1.32,,17.7,88.7,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:18:53,33.8,0,839.75,65.0,17.647,39.0,15.4,0.0,0.0,0.0,14.179,-3.125,26700.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98672650>,43.4,3.82,5.1,1.33,,17.7,89.3,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:18:56,35.8,0,839.5,65.0,17.647,39.0,15.18,0.0,0.0,0.0,14.164,-3.125,26200.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98672B10>,43.4,3.82,5.1,1.31,,17.7,88.0,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:18:59,40.5,0,793.0,66.0,29.804,39.0,15.25,0.0,0.0,0.0,14.039,-3.562,26200.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98672B10>,28.6,2.38,3.2,2.06,,11.7,93.6,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:19:01,42.5,0,833.25,66.0,29.804,39.0,15.5,0.0,0.0,0.0,14.07,-3.562,26200.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98672B10>,73.1,6.38,8.6,2.1,,29.7,90.5,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:19:03,44.5,0,840.25,66.0,29.804,39.0,15.15,0.0,0.0,0.0,14.062,-3.562,26200.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98672B10>,73.3,6.45,8.6,2.05,,29.8,87.8,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:19:05,46.5,0,842.25,66.0,28.627,39.0,15.53,0.0,0.0,0.0,14.062,-3.5,26200.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D98672B10>,70.4,6.21,8.3,2.1,,28.6,89.7,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:19:07,48.5,0,841.25,66.0,28.627,39.0,15.12,0.0,0.0,0.0,14.062,-3.5,26200.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D987BC290>,70.4,6.2,8.3,2.04,,28.6,87.5,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:19:11,52.5,0,841.25,66.0,28.627,39.0,15.31,0.0,0.0,0.0,14.054,-3.5,26200.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D987BC290>,70.4,6.2,8.3,2.07,,28.6,88.6,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:19:13,54.5,0,840.25,66.0,28.627,39.0,15.43,0.0,0.0,0.0,14.046,-3.5,26200.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D987BC290>,70.4,6.19,8.3,2.09,,28.6,89.4,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:19:15,56.5,0,840.25,66.0,28.627,39.0,15.4,0.0,0.0,0.0,14.054,-3.5,26200.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D987BC290>,70.4,6.19,8.3,2.08,,28.6,89.2,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:19:17,58.5,0,838.75,66.0,28.627,39.0,15.31,0.0,0.0,0.0,14.039,-3.5,26200.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D987BC290>,70.3,6.17,8.3,2.07,,28.6,88.8,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
2026-04-02 13:19:19,60.5,0,843.25,66.0,28.627,39.0,14.96,0.0,0.0,0.0,14.054,-3.562,24300.0,95.0,0.0,61004.0,0.0,65535.0,255.0,[],"('P0000', '')",<obd.OBDResponse.Status object at 0x0000022D986B57B0>,70.4,6.22,8.3,2.02,,28.6,86.4,,,31.7,Clear,Clouds,2.8,37,1011,0,18.5211,73.8502,Pune
